id,Song-Name,Artists,Genre,Album/Movie,User-Rating
1451,Usne Bola Kem Che,"Bali Brahmbhatt, Sunidhi Chauhan", Dance,Jis Desh Main Ganga Rehta Hai,8.9
1452,Sajna Ve Sajna,Sunidhi Chauhan, Dance,Chameli,9.4
1453,Mera Yaar,Javed Bashir, Romantic,Bhaag Milkha Bhaag,9.5
1454,Jiyein Kyun,Papon, Sad,Dum Maaro Dum,9.7
1455,Dil Ki Hai Tamanna,"Neha Bhasin, Shalini Singh, Vijay Prakash", Dance,Force,9.6
1456,Dum Duma Dum,"Anuradha Paudwal, Udit Narayan", Dance,Dil,8.7
1457,Dil Chahta Hai,Shankar Mahadevan, Dance,Dil Chahta Hai,9.5
1458,Aai Pappi – Tu Hai Meri Soniye,Neeraj Shridhar, Dance,Kismat Konnection,9.5
1459,Where’s the Party Tonight,"Loy Mendonsa, Shaan, Shankar Mahadevan, Vasundhara Das", Dance,Kabhi Alvida Naa Kehna,9.3
1460,Prem Jaal Mein,"Anuradha Sriram, Sukhwinder Singh", DanceRomantic,Jis Desh Mein Ganga Rehta Hai,8.7
1461,Boi Boi,"Arun Bakshi, Vinod Rathod", Dance,Laadla,8.4
1462,Jeevan Se Bhari Teri Ankhen,Kishore Kumar, Romantic,Safar,9.1
1463,Teri Pyari Pyari Soorat Ko,Mohammed Rafi, Romantic,Sasural,9.1
1464,Bas Ek Kinng,"Hard Kaur, Jaaved Jaffrey, Neeraj Shridhar", Dance,Singh Is Kingh,9.3
1465,Jeena Yahan Marna Yahan,Mukesh, Sad,Mera Naam Joker,8.8
1466,Banarasiya,"Anwesshaa, Meenal Jain, Shreya Ghoshal", Romantic,Raanjhanaa,9.3
1467,What’s Going On?,"Kunal Ganjawala, Sunidhi Chauhan", Dance,Salaam Namaste,9.5
1468,Aye Watan Aye Watan,"Jaspinder Narula, Sukhwinder Singh, Udit Narayan", Patriotic,Hindustan Ki Kasam,8.9
1469,Dulhan Hum Le Jayenge,"Alka Yagnik, Kumar Sanu, Sunita Rao", Romantic,Dulhan Hum Le Jayenge,8.6
1470,Aa Bhi Ja Sanam,Atif Aslam, Sad,Prince,9.4
1471,Salaam Namaste,"Kunal Ganjawala, Vasundhara Das", Dance,Salaam Namaste,9.2
1472,Mar Jaava,"Merchant, Shruti Pathak", Sensual,Faraar,9.5
1473,Koi Jaye To Le Aaye,"Alka Yagnik, Anu Malik, Shankar Mahadevan", Dance,Ghatak,9
1474,Tumhi Dekho Naa,"Alka Yagnik, Sonu Nigam", Romantic,Kabhi Alvida Naa Kehna,9.7
1475,Sau Dard,"Sonu Nigam, Suzanne", Sad,Jaan-E-Mann,9.6
1476,Piya Milenge,Sukhwinder Singh, Sad,Raanjhanna,9.4
1477,Chandan Sa Badan,Mukesh, Romantic,Saraswatichandra,9.1
1478,Kyun (Duet),"Shaan, Shreya Ghoshal", Sad,Kambakkht Ishq,9.4
1479,Alcoholic,Yo Yo Honey Singh, Dance,The Shaukeens,9.2
1480,Jis Gali Mein Tera Ghar,Mukesh, Romantic,Kati Patang,8.9
1481,Kurbaan Hua,Vishal Dadlani, Dance,Kurbaan,9.7
1482,Nagada Nagada,"Javed Ali, Sonu Nigam", Dance,Jab We Met,9.2
1483,Main Tujhse Pyaar Nahin Karta,Papon, Sad,Baby,9.4
1484,Ishq Tera,"Shreya Ghoshal, Sonu Nigam", Romantic,Ishq Tera,9.4
1485,Oh Jaaniya,"Raj Pandit, Salim Merchant, Shreya Ghoshal", Romantic,Wedding Pullav,9.6
1486,Jab Kisiki Taraf Dil,Kumar Sanu, Romantic,Pyaar To Hona Hi Tha,9.3
1487,Aye Meri Zindagi – Male Version,"Shreya Ghoshal, Udit Narayan", Sad,Saaya,9.1
1488,Jiya Lage Na,"Ravindra Upadhyay, Sona Mohapatra", Romantic,Talaash,9.3
1489,Paas Woh Aane Lage,"Alka Yagnik, Kumar Sanu", Romantic,Main Khiladi Tu Anari,8.8
1490,Jaane Tere Shehar Ka,Vipin Aneja, ,Jazbaa,9.7
1491,Pee Paa Pee Paa,Diljit Dosanjh, Dance,Tere Naal Love Ho Gaya,9.4
1492,Ada,Sonu Nigam, Dance,Garam Masala,9.3
1493,Chupke Chupke Ghoor Na Mujhko,"Anu Malik, Udit Narayan, Vinod Rathod", ,The Gambler,8
1494,Pag Ghungaru Bandh,Kishore Kumar, Dance,Namak Halaal,8.5
1495,Dekho Zara Kaise Balkhake Chali,Gurdas Maan, Dance,Sirf Tum,8
1496,Aap Ki Kashish,Himesh Reshammiya, Romantic,Aashiq Banaya Aapne,9.4
1497,Happy Budday,"Shankar Mahadevan, Sukhwinder Singh", Dance,Kill Dil,9.2
1498,Hudd Hudd Dabangg,"Sukhwinder Singh, Wajid", Dance,Dabangg,9.1
1499,Bhool Bhulaiyaa,Neeraj Shridhar, Dance,Bhool Bhulaiyaa,9.3
1500,Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal", Romantic,Dabangg,9
1501,Jai Ho Tiltle Song,"Armaan Malik, Wajid", Dance,Jai Ho,9.2
1502,High Heels Te Nachche (Remix),"Aditi Singh Sharma, Jaz Dhami, Meet Bros", Dance,Ki & Ka,8.9
1503,Zinda,Sunidhi Chauhan, ,Naam Shabana,9.6
1504,Shukran Allah,"Salim Merchant, Shreya Ghoshal, Sonu Nigam", Romantic,Kurbaan,9.6
1505,Tere Naina,"Shankar Mahadevan, Shreya Ghoshal", Romantic,Chandni Chowk To China,9.6
1506,Mere Mehboob Qayamat Hogi,Kishore Kumar, Sad,Mr.X In Bombay,9.1
1507,Saad Shukrana,Ankit Tiwari, Romantic,Mr. X,9.4
1508,Honeymoon Ki Raat,Sunidhi Chauhan, Dance,The Dirty Picture,8.5
1509,Sadda Dil Vi Tu,Hard Kaur, Dance,ABCD - Any Body Can Dance,8.9
1510,Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan, Romantic,Son of Sardaar,9.2
1511,Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat", Sad,Murder 2,9.3
1512,Main Hoon Na,Abhijeet, Sad,Main Hoon Na,9.5
1513,Hum To Tere Aashiq Hain,"Lata Mangeshkar, Mukesh", Romantic,Farz,8.4
1514,Jugnu Ki Payal,"Shaswati, Zubeen Garg", Dance,Aan - Men At Work,8.3
1515,Woh Ladki Bahut Yaad Aati,"Alka Yagnik, Kumar Sanu", ,Qayamat,8.3
1516,Jai Mata Di,"Alamgir Khan, Javed Ali", Devotional,Nanu Ki Jaanu,8.9
1517,Mera Piya Ghar Aaya,Kavita Krishnamurthy, Dance,Yaraana,8.9
1518,Khushiyon Ka Din Aaya Hai,Anuradha Paudwal, Dance,Beta,8.4
1519,Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa", Dance,Zindagi Na Milegi Dobara,9.5
1520,Kuch Toh Hua Hai,Ankit Tiwari, Romantic,Singham Returns,9.3
1521,Rabba Main Toh Mar Gaya Oye,Shahid Mallya, Romantic,Mausam,9.6
1522,Theher Ja (Remix),Armaan Malik, Romantic,October,9.4
1523,Jiya Maine Jiya,"Alka Yagnik, Udit Narayan", Romantic,Khushi,9.2
1524,Kuch To Hua Hai,"Alka Yagnik, Shaan", Dance,Kal Ho Naa Ho,9.6
1525,Angelina,Sonu Nigam, Romantic,Baa Baaa Black Sheep,8.2
1526,Dhoom Again,"Dominique Crezo, Vishal Dadlani", Dance,Dhoom 2,9.5
1527,Dhinka Chika (Remix),"Amrita Kak, Mika Singh", Dance,Ready,8.5
1528,Tu Milade,Ankit Tiwari, Dance,All is Well,9.3
1529,Thoda Thoda Pyar,Sunidhi Chauhan, Dance,Love Aj Kal,9.2
1530,O Mere Raja,"Asha Bhosle, Kishore Kumar", Dance,Johny Mera Naam,8.5
1531,Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan", Dance,Aitraaz,9.3
1532,Ik Tu Hi Tu Hi,Hans Raj Hans, Devotional,Mausam,9.5
1533,Sultan (Mashup),Multiple, Dance,Sultan,8.7
1534,Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam", Romantic,Sainik,8.8
1535,Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu", Romantic,Coolie No. 1,8.6
1536,Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh", Dance,Sangam,8.7
1537,Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh", Dance,Sangam,8.7
1538,Morey Piya,Udit Narayan, Romantic,Devdas,9.1
1539,Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar", Romantic,Mr. India,8.9
1540,Tu,Kumar Sanu, ,Dum Laga Ke Haisha,9.5
1541,Mujhse Huee Bas Yeh,Alka Yagnik, Sad,Ishq Vishk,9.6
1542,Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan", Dance,Kill Dil,9.3
1543,Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan", Dance,Karzzz,8.8
1544,Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg", Dance,Raaz 3,9
1545,Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu", ,Saajan Chale Sasural,9
1546,Lucky Boy,"Hard Kaur, Raja Hassan, Sunidhi Chauhan", Dance,Bachna Ae Haseeno,9.4
1547,Aye Manya,"Adnan Sami, Shaan", Dance,Shootout at Wadala,9.2
1548,Ladki Hai Ya Shola,"Kishore Kumar, Lata Mangeshkar", Dance,Silsila,8.5
1549,Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle, Dance,Don,8.8
1550,Babuji Zara Dheere Chalo,Sonu Kakkar, Dance,Dum,9.2
1551,Aankhon Aankhon (Remix),Yo Yo Honey Singh, Dance,Bhaag Johnny,9.2
1552,Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar", Romantic,Dil Toh Pagal Hai,9.1
1553,Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan", Dance,Karthik Calling Karthik,9.5
1554,More Haji Piya,Amjad Farid Sabri, Devotional,Halla Bol,8.9
1555,Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan", Romantic,Shuddh Desi Romance,8.6
1556,Ye Ladki Nahin Banaras Ka Paan,"Bela Sulakhe, Sonu Nigam", Dance,Khullam Khulla Pyaar Karen,8.4
1557,Kai Baar Yun Bhi Dekha Hai,Mukesh, Romantic,Rajnigandha,9.2
1558,Pakeezah,Gulraj Singh, ,Ungli,9.5
1559,Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh", Dance,Awaara,8.6
1560,Bade Armanon Se,"Lata Mangeshkar, Mukesh", Dance,Malhar,8.6
1561,Challa Chaap Chunariya,Rekha Bhardwaj, ,Daas Dev,7.9
1562,Chal Akela Chal Akela,Mukesh, Dance,Sambandh,8.7
1563,De De Pyaar De,Kishore Kumar, Dance,Sharaabi,8.8
1564,Behti Hawa Sa Tha Woh,"Shaan, Shantanu Moitra", Sad,3 Idiots,9.4
1565,Dil Ye Dancer Ho Gaya,Atif Aslam, ,Actor In Law,9.5
1566,Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir", Dance,Ram-Leela,9.3
1567,Gore Gore Se,Alka Yagnik, Dance,Hum Tum,9.4
1568,Sanam Teri Kasam (Reprise),"Mohammed Irfan, Palak Muchhal", Sad,Sanam Teri Kasam,9.4
1569,School Ke Din,Sonu Nigam, Dance,Always Kabhi Kabhi,9.6
1570,Yeh Mera Prem Patra,Mohammed Rafi, Romantic,Sangam,8.7
1571,Jiska Koi Nahin,Manna Dey, Motivational,Laawaris,8.8
1572,Chalo Ek Bar Phir Se,Mahendra Kapoor, Sad,Gumrah,9.5
1573,Kab Ke Bichhde Hue,"Asha Bhosle, Kishore Kumar", Romantic,Laawaris,8.4
1574,Aaj Ibaadat,"Altamash Faridi, Javed Bashir, Shadab Faridi, Shashi Suman, Shreyas Puranik", Devotional,Bajirao Mastani,9.5
1575,Peepal Ke Patwa,"Jaspinder Narula, Sonu Nigam", Dance,Sooryavansham,7.9
1576,Pukarta Chala Hoon Main,Mohammed Rafi, ,Mere Sanam,9.4
1577,Meri Bindiya Teri Nindiya,Lata Mangeshkar, Romantic,Lamhe,9
1578,Ranga Re,Shreya Ghoshal, Dance,Tutak Tutak Tutiya,9.2
1579,Kaun Kisi Ko Baandh Saka,Mohammed Rafi, Dance,Kaalia,8.8
1580,Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan", Romantic,Kya Kehna,8.8
1581,Jis Desh Mein Ganga Rehta Hai,Abhijeet, Dance,Jis Desh Mein Rehta Hai,8.3
1582,Kambal Ke Neeche,"Aaman Trikha, Aishwarya Majmudar, Neeti Mohan, Sanchita Bhattachayra", Dance,Kaanchi,8.3
1583,Maine Tere Liye,Mukesh, Dance,Anand,9.4
1584,Teri Zulfon Se Judai To,Mohammed Rafi, Romantic,Jab Pyar Kisi Se Hota Hai,8.7
1585,Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi", ,Dostana,8.8
1586,Humne Ghar Choda Hai,"Sadhana Sargam, Udit Narayan", Romantic,Dil,8.3
1587,Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi", Romantic,Abhimaan,9
1588,Barbaad Raat,"Sanam Puri, Shalmali Kholgade", Dance,Humshakals,9
1589,Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu", Romantic,Hum Hain Rahi Pyaar Ke,8.9
1590,Chaska,Krishna Beura, Dance,Badmaash Company,9.3
1591,Megha Re Megha Re,"Ila Arun, Lata Mangeshkar", Dance,Lamhe,8.6
1592,Move Your Body Now,"Akriti Kakar, Hard Kaur, Shaan, Suhail", Dance,Kismat Konnection,9.6
1593,Humen Kash Tumse Mohabbat,Lata Mangeshkar, Sad,Mughal-E-Azam,8.5
1594,Manmarziyan,"Amit Trivedi, Shilpa Rao", Romantic,Lootera,9.6
1595,Bismillah,Anupam Amod, Dance,Once Upon,8.8
1596,Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar", Dance,Aksar,9.2
1597,Fatal Attraction,"Natalie Di Luccio, Salim Merchant", Dance,Ladies Vs Ricky Bahl,9.5
1598,Khol De Baahein,Monali Thakur, Romantic,Meri Pyaari Bindu,9.3
1599,Pehla Pehla Pyar,S.P. Balasubrahmanyam, Romantic,Hum Aapke Hain Koun,8.8
1600,Bhaage Re Mann,Sunidhi Chauhan, Dance,Chameli,9.5
1601,Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh, ,Saath Saath,9.1
1602,Hai Re Hai Re,"Hema Sardesai, KK", Dance,Khushi,9.3
1603,Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi, Patriotic,Jagriti,9.1
1604,Meri Aawargi,Himesh Reshammiya, Dance,Good Boy Bad Boy,9.2
1605,Ghum Shuda,Sonu Nigam, Dance,Chalte Chalte,9.5
1606,Ghar,"Mohit Chauhan, Nikhita Gandhi", Sad,Jab Harry Met Sejal,9.7
1607,Tera Rastaa Chodun Na,"Amitabh Bhattacharya, Anusha Mani", Romantic,Chennai Express,9.3
1608,Neela Aasman So Gaya,Amitabh Bachchan, Romantic,Silsila,8.8
1609,Mera Yaar Mila De,A.R. Rahman, Sad,Saathiya,9.2
1610,Sakhiya,Tulsi Kumar, Dance,Bhool Bhulaiyaa,9
1611,Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh", Romantic,Madhumati,9.2
1612,Kaise Piya Se,Lata Mangeshkar, Romantic,Bewafaa,8.7
1613,Aaj Din Chadheya,Rahat Fateh Ali Khan, Romantic,Love Aaj Kal,9.4
1614,Jai Ho,Wajid, Dance,Jai Ho,9
1615,Kiss Me Baby – Title Song,Adnan Sami, Dance,Garam Masala,9.4
1616,Kehkasha Tu Meri,Shekhar Ravjiani, Motivational,Akira,9.5
1617,Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar", Dance,Kaminey,9.5
1618,Rama Re,"Shaan, Zubeen Garg", ,Kaante,9.3
1619,Hairat,Lucky Ali, Dance,Anjaana Anjaani,9.6
1620,Hairat,Lucky Ali, Dance,Anjaana Anjaani,9.6
1621,Dukki Tikki,Mika Singh, Dance,Raja Natwarlal,9.4
1622,Ajib Dastan Hai Yeh,Lata Mangeshkar, Dance,Dil Apna Aur Preet Parai,9.4
1623,Shikayatein,Amit Trivedi, Sad,Lootera,9.5
1624,Genda Phool,"Rajat Dholakia, Shraddha Pandit, Sujata Majumdar, V.N. Mahathi", Dance,Delhi-6,9.4
1625,Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan", Romantic,Aksar,9.1
1626,Rafu,Ronkini Gupta, Dance,Tumhari Sulu,9.1
1627,Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri", Dance,Humpty Sharma Ki Dulhania,9
1628,Saajna (Unplugged),Falak Shabir, Romantic,I Me Aur Mein,9.6
1629,Jannatein Kahan,K.K., Dance,Jannat 2,9.7
1630,Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan", Romantic,Ajnabee,9
1631,Mere Watan Mein Maine,"Alka Yagnik, Suresh Wadkar", Dance,Khuda Gawah,8.3
1632,Namak,"Rakesh Pandit, Rekha Bhardwaj", Dance,Asoka,9.2
1633,Tinka Tinka,Alisha Chinai, Romantic,Karam,9.5
1634,Main Chali,"Naresh Iyer, Shreya Ghoshal", Dance,Force,9.5
1635,Suhana Safar Aur Yeh Mausam,Mukesh, Dance,Madhumati,9.3
1636,Pal Pal… Har Pal,"Shreya Ghoshal, Sonu Nigam", Romantic,Lage Raho Munna Bhai,9.3
1637,Khoya Khoya Chand Khula Aasman,Mohammed Rafi, Romantic,Kala Bazar,9.5
1638,Ajab Leher Hai Meri,"Neeraj Shridhar, Rhys D'souza, Vishal Dadlani", Dance,Break Up Ke Baad,9.4
1639,Aaja Aaja …Yaad Sataye,"Kavita Krishnamurthy, Udit Narayan", Romantic,Raja Babu,8.4
1640,Jalebi Bai,Sunidhi Chauhan, Dance,Double Dhammal,9.2
1641,Desi Look (Remix),Kanika Kapoor, Dance,Ek Paheli Leela,9.5
1642,Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan", Dance,Jis Desh Mein Ganga Rehta Hai,8.8
1643,Nazrein Milaana Nazrein Churaana,"Anupama Deshpande, Benny Dayal, Darshana, Naresh Iyer, Satish Chakravarthy, Swetha Bhargavee, Tanvi", Dance,Jaane Tu Ya Jaane Na,9.6
1644,Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar", Romantic,Lamhe,9
1645,Mangalayam,"K.K., Kunal, Shaan, Sreenivas", Dance,Saathiya,9.6
1646,Naina Mile,"A.R. Rahman, Suzanne D'Mello", Dance,Robot,9
1647,Phir Wahi,Arijit Singh, Sad,Jagga Jasoos,9.5
1648,Kahin Deep Jale Kahin Dil,Lata Mangeshkar, Sad,Bees Saal Baad,9.1
1649,I Feel Good,"Shilpa Rao, Vishal Dadlani", DanceRomantic,Anjaana Anjaani,9.5
1650,Mere Bhaiyaa Mere Chanda,Asha Bhosle, ,Kaajal,8.6
1651,Taiyabali Pyar Ka Dushman,Javed Ali, Dance,Once Upon A Time In Mumbaai Dobara,8.8
1652,Kahe Paise Pe,Kishore Kumar, Dance,Laawaris,8.3
1653,Muskaanein Jhooti Hai,Suman Sridhar, Romantic,Talaash,9.5
1654,Main Naa Bhoolunga I,"Lata Mangeshkar, Mukesh", Romantic,Roti Kapada Aur Makaan,8.4
1655,Allah Hafiz,K.K., Dance,Bhool Bhulaiyaa,9.5
1656,20-20,"Anu Malik, Mamta Sharma, Shadaab", Dance,Welcome Back,7.5
1657,Des Mere Des,"A.R. Rahman, Sukhwinder Singh", Patriotic,The Legend Of Bhagat Singh,9.7
1658,Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade", Dance,Main Tera Hero,9.3
1659,Moh Moh Ke Dhaage (Female),Monali Thakur, Romance,Dum Laga Ke Haisha,9.2
1660,Kharaa Kharaa,Sonu Kakkar, Romance,Fever,9.5
1661,De Di Azadi Hamen Bina,Asha Bhosle, Patriotic,Jagriti,8.7
1662,Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar", ,Maine Pyar Kiya,9
1663,Katiya Karun,Harshdeep Kaur, Dance,Rockstar,9.3
1664,Lakhon Hain Nigahon Mein,Mohammed Rafi, Dance,Phir Wohi Dil Laya Hoon,9.2
1665,Arziyan,"Javed Ali, Kailash Kher", ,Delhi-6,9.7
1666,Jaadu Tone Waaliyan,Shabab Sabri, Dance,Daawat e Ishq,9
1667,Junooniyat,"Falak Shabir, Meet Bros", Romantic,Sanam Re,9.7
1668,Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri", Dance,Thanedaar,8.7
1669,Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh", Dance,Sonu Ke Titu Ki Sweety,9.2
1670,Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu", Dance,Soldier,9.2
1671,O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam", Romantic,Kya Kehna,8.8
1672,Dil Mera Churaya Kyun,Kumar Sanu, Sad,Akele Hum Akele Tum,9.3
1673,Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee", Dance,Judaai,8.7
1674,Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam", Romantic,Saajan,9
1675,Fitoori,"Aishwarya Bhandari, Ganesh Chandanshive, Vaishali Bhaisne", Dance,Bajirao Mastani,9.4
1676,Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh", Dance,Bachna Ae Haseeno,9.3
1677,Do Pal,"Lata Mangeshkar, Sonu Nigam", RomanticSad,Veer Zaara,9.4
1678,Har Ek Friend Kamina Hota Hai,Sonu Nigam, Dance,Chashme Baddoor,9.6
1679,Jab Se Tumko Dekha,"Asha Bhosle, Kishore Kumar", Romantic,Kaalia,8.8
1680,Lamha Lamha,Abhijeet, Romance,Gangster,9.4
1681,Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor", Dance,Namak Halaal,9
1682,Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor", Dance,Namak Halaal,9
1683,Aankhon Mein Neendein,"Rahat Fateh Ali Khan, Shankar Mahadevan, Shreya Ghoshal", Romantic,We Are Family,9.6
1684,Tumsa Nahin Dekha,Mohammed Rafi, Romantic,Tumsa Nahin Dekha,9.4
1685,Hey Ooi Amma Ooi Amma,Poornima, Dance,Raja Babu,8.6
1686,Jaage Hain,"A.R. Rahman, K. S. Chithra", Sad,Guru,9.5
1687,Koi Jab Tumhara Hriday Tod De,Mukesh, Sad,Purab Aur Pachim,9.1
1688,Mashallah (Remix),"Shreya Ghoshal, Wajid", Dance,Ek Tha Tiger,8.9
1689,Mere Khwabon Mein Jo Aaye,Alka Yagnik, Dance,Soldier,8.6
1690,Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh", Dance,Tamasha,9.5
1691,Saddi Dilli,Millind Gaba, Dance,Dilliwaali Zaalim Girlfriend,9.6
1692,Dum Dum,"Romy, Vivek Hariharan", Romantic,Phillauri,9.5
1693,Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan", ,Rangrezz,9.3
1694,Kya Tujhe Ab Ye Dil Bataye,Falak Shabir, Romantic,Sanam Re,9.7
1695,Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand", Devotional,Guest In London,9.3
1696,Woh Lamhe Woh Baatein,Atif Aslam, Sad,Zeher,9.4
1697,Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu", Romantic,Ishq Vishk,9.3
1698,Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar", Romantic,Chandni,8.7
1699,Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam", DanceRomantic,Krrish,9.3
1700,Tip Tip Barsa Pani,"Alka Yagnik, Udit Narayan", Dance,Mohra,8.3
1701,Tujhko Mera Pyar Pukare,"Asha Bhosle, Mahendra Kapoor", Romantic,Gumrah,8.4
1702,Talli,"Anmol Malik, Hard Kaur, Mika Singh", Dance,Ugly Aur Pagli,9.2
1703,Tonight,Suman Sridhar, Romantic,Love Ka The End,9.2
1704,Ayaashi,K.K., Dance,Badmaash Company,9.4
1705,Ishqe Di Lat,Ankit Tiwari, Romantic,Junooniyat,9.4
1706,Saawan Ke Jhoolon Ne,Mohammad Aziz, Dance,Nigahen,8.1
1707,Pyar Ho (Redux),Sunidhi Chauhan, ,Munna Michael,9.4
1708,Neela Dupatta,"Abhijeet, Alka Yagnik", Dance,Hameshaa,8.7
1709,Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi", Romantic,Ek Musafir Ek Hasina,9.1
1710,Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal", Sad,Dil Jo Na Keh Saka,8.6
1711,Aankhon Ki Gustakhiyan Maaf Ho,"Karsan Sangathia, Kavita Krishnamurthy", Romantic,Hum Dil De Chuke Sanam,8.3
1712,Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh", Dance,Welcome To New York,9
1713,Tere Ghar Ke Samne,"Lata Mangeshkar, Mohammed Rafi", Dance,Tere Ghar Ke Samne,8.1
1714,Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri", Sad,Sharaabi,9
1715,Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy", Sad,Kya Kehna,9.3
1716,Dhadkane Saansein Jawani,"Anuradha Paudwal, Pankaj Udhas", Dance,Beta,7.8
1717,Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi", Romantic,Dil Tera Deewana,9
1718,Ek Lo Ek Muft,Bappi Lahiri, Dance,Guru,9.1
1719,Maine Pyar Kiya,S.P. Balasubrahmanyam, Dance,Maine Pyar Kiya,8.6
1720,Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati", Dance,Matru Ki Bijlee Ka Mandola,8.8
1721,Piya Tu Ab To Aaja,Asha Bhosle, Dance,Caravaan,9.1
1722,Tu Meri (Remix),Vishal Dadlani, Dance,Bang bang,9.3
1723,Kitne Bhi Tu Karle Sitam,Asha Bhosle, Sad,Sanam Teri Kasam,8.9
1724,Jab Mila Tu,Vishal Dadlani, Romantic,I Hate Luv Storys,9.7
1725,O Mere Majhi Mere Sajan Hai,S. D. Burman, Sad,Bandini,9.2
1726,Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan", Romantic,Deewane,9.1
1727,Mujhe Raat Din Bas,Sonu Nigam, Romantic,Sangharsh,9.3
1728,Main Nai Jaana Pardes,Shafqat Amanat Ali, Sad,Tevar,9.5
1729,Chikini Chameli (Remix),Shreya Ghoshal, Dance,Agneepath,9
1730,Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh", Romantic,Aah,9
1731,Tu Mohabbat Hai,"Atif Aslam, Monali Thakur", Romantic,Tere Naal Love Ho Gaya,9.6
1732,O Re Khuda,"Adnan Sami, Javed Basheer", Romantic,Rush,9.4
1733,Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar", Romantic,Silsila,8.7
1734,Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh", Dance,Amar Akbar Anthony,8.7
