id,Song-Name,Artists,Genre,Album/Movie,User-Rating
1,Aankh Marey,"Kumar Sanu, Mika Singh, Neha Kakkar", Dance,Simmba,8.8
2,Coca Cola,"Neha Kakkar, Tony Kakkar", DanceRomantic,Luka Chuppi,9
3,Apna Time Aayega,Ranveer Singh, Dance,Gully Boy,9.7
4,Mungda,"Jyotica Tangri, Shaan, Subhro Ganguly", Dance,Total Dhamaal,9.1
5,Tere Bin,"Asees Kaur, Rahat Fateh Ali Khan, Tanishk Bagchi", Romantic,Simmba,9.2
6,Gali Gali,Neha Kakkar, Dance,KGF,9.1
7,Chamma Chamma,"Arun, Ikka, Neha Kakkar, Romy", Dance,Fraud Saiyaan,9.2
8,Mere Gully Mein,Ranveer Singh, Dance,Gully Boy,9.5
9,Kamariya,Darshan Raval, Dance,Mitron,9.2
10,Ek Ladki Ko Dekha Toh Aisa Laga,"Darshan Raval, Rochak Kohli", Romantic,Ek Ladki Ko Dekha Toh Aisa Laga,9.6
11,Swag Se Swagat,"Neha Bhasin, Vishal Dadlani", Dance,Tiger Zinda Hai,8.8
12,Poster Lagwa Do,"Mika Singh, Sunanda Sharma", Dance,Luka Chuppi,8.4
13,Daaru Wargi,Guru Randhawa, Dance,Cheat India,9.1
14,Dilbar,"Dhvani Bhanushali, Ikka, Neha Kakkar", Dance,Satyameva Jayate,9.2
15,Proper Patola,"Aastha Gill, Badshah, Diljit Dosanjh", Dance,Namaste England,9
16,Doori,Ranveer Singh, Dance,Gully Boy,9.7
17,Dil Diyan Gallan,Atif Aslam, Romantic,Tiger Zinda Hai,9.1
18,Husn Parcham,"Bhoomi Trivedi, Raja Kumari", Dance,Zero,9
19,Bom Diggy Diggy,"Jasmin Walia, Zack Knight", Dance,Sonu Ke Titu Ki Sweety,9
20,Issaqbaazi,"Divya Kumar, Sukhwinder Singh", Dance,Zero,9.1
21,Mere Naam Tu,Abhay Jodhpurkar, Romantic,Zero,9.2
22,High Rated Gabru – Nawabzaade,Guru Randhawa, Dance,Nawabzaade,9.2
23,Dekhte Dekhte,Atif Aslam, Romantic,Batti Gul Meter Chalu,9.5
24,Zingaat,"Ajay, Atul", Dance,Dhadak,8.6
25,Tareefan,Badshah, ,Veere Di Wedding,9.1
26,Mile Ho Tum (Reprise),"Neha Kakkar, Tony Kakkar", Romantic,Fever,9
27,Dil Chori,"Ishers, Simar Kaur, Yo Yo Honey Singh", Dance,Sonu Ke Titu Ki Sweety,9
28,Tere Naal Nachna,"Badshah, Sunanda Sharma", Dance,Nawabzaade,9.2
29,Dil Meri Na Sune,Atif Aslam, Romantic,Genius,9.5
30,Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal", Romantic,Dhadak,9.4
31,Heeriye,"Deep Money, Meet Bros, Neha Bhasin", DanceRomantic,Race 3,8.7
32,Chogada,"Asees Kaur, Darshan Raval", Dance,Loveratri,9.3
33,Gud Naal Ishq Mitha,"Harshdeep Kaur, Navraj Hans", Dance,Ek Ladki Ko Dekha Toh Aisa Laga,9.3
34,Paniyon Sa,"Atif Aslam, Tulsi Kumar", Romantic,Satyameva Jayate,9.5
35,Milegi Milegi,Mika Singh, Dance,Stree,9.1
36,Morni Banke,"Guru Randhawa, Neha Kakkar", Dance,Badhaai Ho,9
37,Bhare Bazaar,"B Praak, Badshah, Payal Dev, Vishal Dadlani", Dance,Namaste England,9
38,Khalibali,Shivam Pathak, Dance,Padmaavat,9.1
39,Aao Kabhi Haveli Pe,"Badshah, Jigar, Nikhita Gandhi, Sachin Sanghvi", Dance,Stree,8.4
40,Badri Ki Dulhania,"Dev Negi, Ikka, Monali Thakur, Neha Kakkar", Dance,Badrinath Ki Dulhania,8.4
41,Cheez Badi,"Neha Kakkar, Udit Narayan", Dance,Machine,8.8
42,Dholida,"Neha Kakkar, Palak Muchchal, Raja Hassan, Udit Narayan", Dance,Loveratri,9.2
43,Sweetheart,Dev Negi, Dance,Kedarnath,9.2
44,Namo Namo,Amit Trivedi, Devotional,Kedarnath,9.6
45,Qaafirana,"Arijit Singh, Nikhita Gandhi", Romantic,Kedarnath,9.6
46,Tu Hi Re,"Armaan Malik, Shashaa Tirupati", Dance,2,9
47,Chhote Chhote Peg,"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh", Dance,Sonu Ke Titu Ki Sweety,9.1
48,Galti Se Mistake,"Amit Mishra, Arijit Singh", Dance,Jagga Jasoos,8.5
49,Phir Mulaaqat,Jubin Nautiyal, Romantic,Cheat India,9.5
50,Kala Chashma,"Amar Arshi, Badshah, Neha Kakkar", Dance,Baar Baar Dekho,8.5
51,Mantoiyat,Raftaar, ,Manto,9.7
52,Nashe Si Chadh Gayi,Arijit Singh, Dance,Befikre,8.9
53,Mera Pyar Tera Pyar,Arijit Singh, RomanticSad,Jalebi,9.6
54,Ding Dang,"Amit Mishra, Antara Mitra", Dance,Munna Michael,8.5
55,Main Tera Boyfriend,"Arijit Singh, Meet Bros, Neha Kakkar", Dance,Raabta,9.1
56,Laila Main Laila,Pawni Pandey, Dance,Raees,8.7
57,Ghoomar,"Shreya Ghoshal, Swaroop Khan", Dance,Padmaavat,8.6
58,Rafta Rafta Medley,"Akash Ojha, Disha Sharma, Jordi Patel, Rekha, Sonakshi Sinha, Vishal Mishra", Dance,Yamla Pagla Deewana Phir Se,9.3
59,Pal,"Arijit Singh, Shreya Ghoshal", Romantic,Jalebi,9.7
60,Patola,Guru Randhawa, Dance,Black Mail,8.9
61,Pallo Latke,"Fazilpuria, Jyotica Tangri, Yasser Desai", Dance,Shaadi Mein Zaroor Aana,9
62,Main Badhiya Tu Bhi Badhiya,"Sonu Nigam, Sunidhi Chauhan", ,Sanju,9
63,Billionaire,"Simar Kaur, Singhsta, Yo Yo Honey Singh", Dance,Baazaar,9.3
64,This Party Is Over Now,Yo Yo Honey Singh, Dance,Mitron,9.3
65,Heer Badnaam,Romy, DanceSad,Zero,9.1
66,Tera Hua,Atif Aslam, Romantic,Loveratri,9
67,Jaan Nisaar,Arijit Singh, Romantic,Kedarnath,9.7
68,Akh Lad Jaaye,"Asees Kaur, Badshah, Jubin Nautiyal", DanceRomantic,Loveratri,9.2
69,Rangtaari,"Dev Negi, Yo Yo Honey Singh", Dance,Loveratri,9.1
70,The Humma Song,"Badshah, Jubin Nautiyal, Shashaa Tirupati", Dance,Ok Jaanu,9
71,Pehli Baar,Ajay Gogavale, Romantic,Dhadak,8.9
72,Tera Yaar Hoon Main,Arijit Singh, RomanticSad,Sonu Ke Titu Ki Sweety,9.5
73,Dilbaro,"Harshdeep Kaur, Shankar Mahadevan, Vibha Saraf", ,Raazi,9.5
74,Chhod Diya,Arijit Singh, Sad,Baazaar,9.7
75,Maine Tujhko Dekha,"Neeraj Shridhar, Sukriti Kakar", Dance,Golmaal Again,9
76,Allah Duhai Hai,"Amit Mishra, Jonita Gandhi, Sreerama Chandra", Dance,Race 3,8.1
77,Cham Cham,Monali Thakur, Dance,Baaghi,8.1
78,Kar Har Maidaan Fateh,"Shreya Ghoshal, Sukhwinder Singh", Motivational,Sanju,9.5
79,Kamariya,"Aastha Gill, Divya Kumar, Jigar Saraiya, Sachin Sanghvi", Dance,Stree,9.1
80,Tamma Tamma Again,"Anuradha Paudwal, Badshah, Bappi Lahiri", Dance,Badrinath Ki Dulhania,8.6
81,Tera Fitoor,Arijit Singh, Romantic,Genius,9.4
82,Mere Rashke Qamar,"Nusrat Fateh Ali Khan, Rahat Fateh Ali Khan", Romantic,Baadshaho,9
83,The Breakup Song,"Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz", Dance,Ae Dil Hai Mushkil,9
84,Naino Ne Bandhi,Yasser Desai, Romantic,Gold,9.6
85,Sanu Ek Pal Chain,Rahat Fateh Ali Khan, Romantic,Raid,9.3
86,Ban Ja Rani,Guru Randhawa, DanceRomantic,Tumhari Sulu,9
87,Zaalima,"Arijit Singh, Harshdeep Kaur", DanceRomantic,Raees,9.2
88,Baarish,"Ash King, Shashaa Tirupati", Romantic,Half Girlfriend,9.3
89,Aashiq Banaya Aapne,"Himesh Reshammiya, Neha Kakkar", Dance,Hate Story 4,9.1
90,Ek Do Teen Song,Shreya Ghoshal, Dance,Baaghi 2,8.6
91,Tere Liye,"Akanksha Bhandari, Atif Aslam", Romantic,Namaste England,9.5
92,Nazam Nazam,"Arko, Ayushman Khurana", Romance,Bareilly Ki Barfi,9.5
93,Good Morning,"Shannon Donald, Vishal Dadlani", ,Ek Ladki Ko Dekha Toh Aisa Laga,9
94,O Saathi,"Atif Aslam, Payal Dev", Romantic,Baaghi 2,9.4
95,Tere Jaisa,"Arko, Tulsi Kumar", Romantic,Satyameva Jayate,9.2
96,Mera Intkam Dekhegi,Krishna Beuraa, Sad,Shaadi Mein Zaroor Aana,9.6
97,Gerua,"Antara Mitra, Arijit Singh", Romantic,Dilwale,9.3
98,Suraiyya,"Shreya Ghoshal, Vishal Dadlani", Dance,Thugs of Hindostan,7.7
99,Gold Tamba,Nakash Aziz, Dance,Batti Gul Meter Chalu,9.2
100,Ae Dil Hai Mushkil,Arijit Singh, Sad,Ae Dil Hai Mushkil,9.3
101,Prem Ratan Dhan Payo,Palak Muchhal, DanceRomantic,Prem Ratan Dhan Payo,7.7
102,Mohabbat,Sunidhi Chauhan, Dance,Fanney Khan,9
103,Nainowale Ne,Neeti Mohan, Romantic,Padmaavat,9.5
104,Mummy Kasam,"Gurinder Seagal, Payal Dev", Dance,Nawabzaade,9.4
105,Nasha,Amit Gupta, Sensual,Game Paisa Ladki,9
106,Bulleya,"Amit Mishra, Shilpa Rao", DanceSad,Ae Dil Hai Mushkil,9.2
107,Kar Gayi Chull,"Badshah, Fazilpuria, Neha Kakkar, Sukriti Kakar", Dance,Kapoor & Sons,9
108,Musafir,"Atif Aslam, Palak Muchhal", Sad,Sweetiee Weds NRI,9.4
109,Binte Dil,Arijit Singh, Dance,Padmaavat,9.4
110,Halka Halka,"Divya Kumar, Sunidhi Chauhan", Romantic,Fanney Khan,9.1
111,Humsafar,"Akhil Sachdeva, Mansheel Gujral", RomanticSad,Badrinath Ki Dulhania,9.3
112,Chad Gayi Hai,"Jigar, Sachin Sanghvi, Vishal Dadlani", Dance,Gold,9.2
113,Tum Mere Ho,"Amrita Singh, Jubin Nautiyal", Sensual,Hate Story 4,9.1
114,Bole Chudiyan,"Alka Yagnik, Amit Kumar, Kavita Krishnamurthy, Sonu Nigam, Udit Narayan", DanceRomantic,Kabhi Khushi Kabhie Gham,9
115,Sawarne Lage,Jubin Nautiyal, Romantic,Mitron,9.8
116,Chalti Hai Kya 9 Se 12,"Dev Negi, Neha Kakkar", Dance,Judwaa 2,8.9
117,Selfish,"Atif Aslam, Iulia Vantur", Romantic,Race 3,6.8
118,Oonchi Hai Building,"Anu Malik, Neha Kakkar", Dance,Judwaa 2,8.9
119,Shikwa Nahin Kisi Se,Kumar Sanu, Sad,Naseeb,8.2
120,Sanam Re,Arijit Singh, Romantic,Sanam Re,8.7
121,Dekha Hai Pehli Baar,"Alka Yagnik, S.P. Balasubrahmanyam", Dance,Saajan,8.2
122,Phir Bhi Tumko Chaahunga,"Arijit Singh, Shashaa Tirupati", Sad,Half Girlfriend,9.4
123,Suit Suit,"Arjun, Guru Randhawa", Dance,Hindi Medium,9
124,Nachange Saari Raat,"Meet Bros, Neeraj Shridhar, Tulsi Kumar", Dance,Junooniyat,8.9
125,Ishq Di Baajiyan,Diljit Dosanjh, Romantic,Soorma,9.9
126,Hard Hard,"Mika Singh, Prakriti Kakar, Sachet Tandon", Dance,Batti Gul Meter Chalu,8.7
127,Udi Udi Jaye,"Bhoomi Trivedi, Karsan Sagathia, Sukhwinder Singh", Dance,Raees,8.9
128,Nazar Na Lag Jaaye,"Ash King, Jigar, Sachin Sanghvi", Romantic,Stree,9.6
129,Nachle Na,"Guru Randhawa, Neeti Mohan", Dance,Dil Juunglee,9.5
130,Hatt Ja Tau,Sunidhi Chauhan, Dance,Veerey Ki Wedding,8.7
131,Chittiyaan Kalaiyaan,"Anjjan, Kanika Kapoor, Meet Bros", Dance,Roy,8.4
132,La La La (Baazaar),"Bilal Saeed, Neha Kakkar", DanceRomantic,Baazaar,9.5
133,Tujhse Kahan Judaa Hoon Main,"Himesh Reshammiya, Neeti Mohan, Vineet Singh", Sad,Genius,9.3
134,Hua Hain Aaj Pehli Baar,"Armaan Malik, Palak Muchhal", Romantic,Sanam Re,8.3
135,Jay-Jaykara,Kailash Kher, Sad,Baahubali 2 - The Conclusion,9.2
136,Tu Hi Hai,Rahul Mishra, ,Half Girlfriend,9.3
137,Hawa Hawa,"Mika Singh, Prakriti Kakkar", Dance,Mubarakan,8.9
138,Bhangra Ta Sajda,"Neha Kakkar, Romy, Shashwat Sachdev, Surya Ragunaathan", Dance,Veere Di Wedding,8.7
139,Deewani Mastani,"Ganesh Chandanshive, Shreya Ghoshal", Dance,Bajirao Mastani,9.1
140,O Meri Laila,"Atif Aslam, Jyotica Tangri", Romantic,Laila Majnu,9.6
141,Lo Safar,Jubin Nautiyal, Romantic,Baaghi 2,9.4
142,Chalte Chalte,Atif Aslam, Romantic,Mitron,9.6
143,Party Chale On,"Iulia Vantur, Mika Singh", Dance,Race 3,8.6
144,Sweety Tera Drama,"Dev Negi, Pawni Pandey, Shraddha Pandit", Dance,Bareilly Ki Barfi,9.1
145,Ek Dil Ek Jaan,Shivam Pathak, Romantic,Padmaavat,9.2
146,Ae Watan,Arijit Singh, Patriotic,Raazi,9.6
147,Sunn Le Zara,Arnab Dutta, Sad,1921,9.6
148,Naam Hai Mera,Neeti Mohan, RomanticSad,Hate Story 4,8.8
149,Jiyo Re Baahubali,"Daler Mehndi, Ramya Behara, Sanjeev Chimmalgi", Dance,Baahubali 2,8.7
150,Soniye Dil Nayi,"Ankit Tiwari, Shruti Pathak", RomanticSad,Baaghi 2,9.4
151,Mundiyan,"Navraj Hans, Palak Muchhal", Dance,Baaghi 2,9
152,Chitthi Aai Hai,Pankaj Udhas, Sad,Naam,8.1
153,Hawayein,Arijit Singh, Romantic,Jab Harry Met Sejal,9.6
154,Channa Mereya,Arijit Singh, Sad,Ae Dil Hai Mushkil,9.3
155,Lag Ja Gale,Jonita Gandhi, Romantic,Saheb Biwi Aur Gangster 3,9.4
156,Sleepy Sleepy Akiyaan,"Asees Kaur, Yasser Desai", Dance,Bhaiaji Superhit,9.2
157,Subah Subah,"Amaal Mallik, Arijit Singh, Prakriti Kakkar", Dance,Sonu Ke Titu Ki Sweety,9.5
158,Naina Da Kya Kasoor,Amit Trivedi, Romantic,Andha Dhun,9.6
159,Soorma Anthem,Shankar Mahadevan, Motivational,Soorma,9.9
160,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh", Sad,Tamasha,9.4
161,Tum Se,Jubin Nautiyal, RomanticSad,Jalebi,9.7
162,Kem Cho,"Ikka, Jyotica Tangri", Dance,Baazaar,9.4
163,Aaj Se Teri,Arijit Singh, Romantic,Padman,9.4
164,Maana Ke Hum Yaar Nahin,Parineeti Chopra, Romantic,Meri Pyaari Bindu,9.5
165,Nain Na Jodeen,"Ayushmann Khurrana, Neha Kakkar, Rochak Kohli", RomanticSad,Badhaai Ho,9.3
166,Wajah Tum Ho,"Altamash Faridi, Mithoon, Tulsi Kumar", RomanticSadSensual,Wajah Tum Ho,8.1
167,Pyaar De,Ankit Tiwari, Romantic,Beiimaan Love,8.5
168,Ik Vaari Aa,Arijit Singh, Romantic,Raabta,9.4
169,Radha,"Shekhar Ravjiani, Shreya Ghoshal, Udit Narayan, Vishal Dadlani", Dance,Student of the Year,8.6
170,Mehbooba,"Mohammed Rafi, Neha Kakkar, Yasser Desai", Dance,Fukrey Returns,9.4
171,Hamari Adhuri Kahani,Arijit Singh, Sad,Hamari Adhuri Kahani,9.3
172,Tere Sang Yaara,Atif Aslam, Romantic,Rustom,9.1
173,Radha,"Shahid Mallya, Sunidhi Chauhan", Romantic,Jab Harry Met Sejal,9.2
174,Kamli,Sunidhi Chauhan, Dance,Dhoom 3,9
175,Maiya Yashoda,"Alka Yagnik, Anuradha Paudwal, Kavita Krishnamurthy", Dance,Hum Saath-Saath Hain,7.2
176,Lae Dooba,Sunidhi Chauhan, Sad,Aiyaary,9.7
177,Abhi Toh Party Shuru Hui Hai,"Aastha Gill, Badshah", Dance,Khoobsurat,8.5
178,Hello Hello,Rekha Bhardwaj, Dance,Pataakha,7.7
179,Bola Har Har Har,"Aaman Trikha, Badshah, Sukhwinder Singh", Devotional,Shivaay,9.3
180,Bolo Har Har Har,"Anugrah, Badshah, Megha Sriram Dalton, Mithoon, Mohit Chauhan, Sukhwinder Singh", Dance,Shivaay,9.3
181,Tera Mera Rishta,"KK, Shreya Ghoshal", Romantic,Jalebi,9.7
182,Gal Ban Gayi,"Meet Bros, Neha Kakkar, Sukhbir Singh, Yo Yo Honey Singh", Dance,Single,9
183,Bol Do Na Zara,Armaan Malik, Romantic,Azhar,9.2
184,Lakk Mera Hit,"Mannat Noor, Rochak Kohli, Sukriti Kakar", Dance,Sonu Ke Titu Ki Sweety,9.2
185,Sexy Baliye,Mika Singh, Dance,Dil Chahta Hai,8.8
186,Main Jahaan Rahoon,Rahat Fateh Ali Khan, Sad,Namastey London,9.1
187,Hasi Ban Gaye,Shreya Ghoshal, Romantic,Hamari Adhuri Kahani,9.3
188,Nachde Ne Saare,"Harshdeep Kaur, Jasleen Royal, Siddharth Mahadevan", Dance,Baar Baar Dekho,9.2
189,Manma Emotion Jaage,"Amit Mishra, Antara Mitra, Anushka Manchanda", DanceRomantic,Dilwale,9
190,Happy Happy,"Aastha Gill, Badshah", ,Blackmail,9.2
191,Tujhko Na Dekhun,"Sunidhi Chauhan, Udit Narayan", ,Jaanwar,8.5
192,Theher Ja,Armaan Malik, Romantic,October,9.6
193,Boond Boond,"Jubin Nautiyal, Neeti Mohan", Romantic,Hate Story 4,9.3
194,Adhura Lafz,"Pratibha Singh Baghel, Rahat Fateh Ali Khan", Romantic,Baazaar,9.7
195,Trippy Trippy,"Badshah, Benny Dayal, Brijesh Shandilya, Neha Kakkar", Dance,Bhoomi,8.5
196,Tukur Tukur,"Arijit Singh, Kanika Kapoor, Nakash Aziz, Neha Kakkar, Siddharth Mahadevan", Dance,Dilwale,8.9
197,Teri Khair Mangdi,Bilal Saeed, Sad,Baar Baar Dekho,9.6
198,Pinga,"Shreya Ghoshal, Vasihali Made", Dance,Bajirao Mastani,8.7
199,Haanikaarak,Sarwar Khan, ,Dangal,8.4
200,Tere Thumke Sapna Chaudhary,"Gunwant Sen, Khushboo Jain, Saumya Upadhyay", Dance,Nanu Ki Jaanu,9.2
201,Badnaamiyan,Armaan Malik, Romantic,Hate Story 4,9.2
202,Malhari,Vishal Dadlani, Dance,Bajirao Mastani,9.1
203,Piya More,"Mika Singh, Neeti Mohan", ,Baadshaho,9.1
204,High Heels Te Nachche,"Aditi Singh Sharma, Jaz Dhami, Meet Bros", Dance,Ki & Ka,8.7
205,Shake Karaan,"Kanika Kapoor, Meet Bros", Dance,Munna Michael,8.9
206,Thodi Der,"Farhan Saeed, Shreya Ghoshal", Sad,Half Girlfriend,9.4
207,Har Dil Jo Pyar Karega,"Alka Yagnik, Udit Narayan", Dance,Har Dil Jo Pyar Karega,8.4
208,Raabta,Nikhita Gandhi, Romantic,Raabta,9
209,Nach Meri Jaan,"Dev Negi, Kamaal khan, Nakash Aziz, Tushar Joshi", Dance,Tubelight,9.1
210,Janam Janam,"Antara Mitra, Arijit Singh", Romantic,Dilwale,9.4
211,Andha Dhun,Raftaar, Dance,Andha Dhun,9.6
212,Holi Biraj Ma,Jubin Nautiyal, Dance,Genius,9.3
213,Kal Ho Naa Ho Title Track,Sonu Nigam, Sad,Kal Ho Naa Ho,9.5
214,Enna Sona,"A.R. Rahman, Arijit Singh", Romantic,Ok Jaanu,9.5
215,Little Little,Harrdy Sandhu, Dance,Yamla Pagla Deewana Phir Se,9.2
216,Maa Sherawaliye,Sonu Nigam, ,Khiladiyon Ka Khiladi,7.6
217,Disco Disco,"Benny Dayal, Shirley Setia", Dance,A Gentleman,8.9
218,Lambiyaan Si Judaiyaan,"Altamash Faridi, Arijit Singh, Shadaab Faridi", Sad,Raabta,9.6
219,Aahista,"Arijit Singh, Jonita Gandhi", Romantic,Laila Majnu,9.4
220,Naam Hai Bhaiaji,"Amit Mishra, Raftaar", ,Bhaiaji Superhit,9.4
221,Kisi Se Tum Pyaar Karo,"Alka Yagnik, Kumar Sanu", Romantic,Andaaz,8.6
222,Naam Hai Bhaiaji,"Amit Mishra, Raftaar", ,Bhaiaji Superhit,9.4
223,Baba Bolta Hain Bas Ho Gaya,"Papon, Ranbir Kapoor, Supriya Pathak", ,Sanju,9.6
224,Sultan Title Song,"Shadaab Faridi, Sukhwinder Singh", Motivational,Sultan,8.9
225,Radio,"Amit Mishra, Kamaal khan", Dance,Tubelight,8.6
226,Sab Badhiya Hai,Sukhwinder Singh, Dance,Sui Dhaaga,9.2
227,Chin Chin Chu,"Jassi Gill, Sonakshi Sinha", Dance,Happy Phirr Bhaag Jayegi,8.7
228,Beat Pe Booty,"Jigar Saraiya, Kanika Kapoor, Sachin Sanghvi, Vayu", Dance,A Flying Jatt,8.9
229,Jag Ghoomeya,Rahat Fateh Ali Khan, Romantic,Sultan,8.7
230,Jogi,"Aakanksha Sharma, Yasser Desai", Romantic,Shaadi Mein Zaroor Aana,9.6
231,Lets Nacho,"Badshah, Benny Dayal", Dance,Kapoor & Sons,9.2
232,Tu Tu Hai Wahi,"Asha Bhosle, Kishore Kumar", Romantic,Yeh Vaada Raha,9.2
233,Yeh Vaada Raha,"Asha Bhosle, Kishore Kumar", Dance,Yeh Vaada Raha,9.2
234,Vande Mataram,"Badshah, Daler Mehndi, Divya Kumar, Tanishka Sanghvi", Dance,ABCD 2,9.4
235,Jeene Laga Hoon,Atif Aslam, Romantic,Ramaiya Vastavaiya,9
236,Nit Khair Manga,Rahat Fateh Ali Khan, Romantic,Raid,9.4
237,Jitni Dafa,"Jeet Gannguli, Yasser Desai", Romantic,Parmanu The Story of Pokhran,9.7
238,Wajah Tum Ho,Armaan Malik, RomanticSensual,Hate Story 3,8.8
239,Rozana,Shreya Ghoshal, Romantic,Naam Shabana,9.6
240,Tu Meri Main Tera,"Altamash Faridi, Rahat Fateh Ali Khan, Shadab Faridi", RomanticSad,Namaste England,9.4
241,Gallan Goodiyaan,"Farhan Akhtar, Manish Kumar Tipu, Shankar Mahadevan, Sukhwinder Singh, Yashita Sharma", Dance,Dil Dhadakne Do,8.9
242,Swag Se Swagat (Arabic),"Brigitte Yaghi, Neha Bhasin, Rabih Baroud, Vishal Dadlani", Dance,Tiger Zinda Hai,9.4
243,Kudiya Shehar Diyan,"Daler Mehndi, Neha Kakkar", Dance,Poster Boys,9
244,Kudiya Shehar Diyan,"Daler Mehndi, Neha Kakkar", Dance,Poster Boys,9
245,Aap Se Milkar,"Aakanksha Sharma, Ayushmann Khurrana", Romantic,Andha Dhun,9.5
246,Socha Hai,"Jubin Nautiyal, Neeti Mohan", Romantic,Baadshaho,9.5
247,Sawan Aaya Hai (Unplugged Version),"Neha Kakkar, Tony Kakkar", Sad,Creature 3D,9.3
248,Pehle Ke Jaisa,K.K., Sad,Jalebi,9.7
249,Main Woh Chaand,Darshan Raval, RomanticSad,Teraa Surroor,9
250,Ankhiyon Se Goli Mare,"Jaspinder Narula, Sonu Nigam", Dance,Dulhe Raja,8.2
251,Jab Tak,"Amaal Mallik, Armaan Malik", Romantic,M.S. Dhoni,9.4
252,Luv Letter,"Kanika Kapoor, Meet Bros", Dance,The Legend of Michael Mishra,9.1
253,Ullu ka Pattha,"Arijit Singh, Nikhita Gandhi", ,Jagga Jasoos,8.8
254,Yaad Hai Na,Arijit Singh, Romantic,Raaz Reboot,9.1
255,Balma,"Rekha Bhardwaj, Sunidhi Chauhan", Dance,Pataakha,9.2
256,Kisi Se Pyar Ho Jaye,Jubin Nautiyal, DanceRomantic,Kaabil,9.2
257,Sau Aasmaan,"Armaan Malik, Neeti Mohan", Dance,Baar Baar Dekho,9.4
258,Beparwah,"Nandini Deb, Siddharth Basrur", Dance,Munna Michael,9
259,Yaad Hai,"Ankit Tiwari, Palak Muchhal", Sad,Aiyaary,9.7
260,Dhayaan Chand,"Amit Trivedi, Nikhita Gandhi, Suhas Sawant, Vijay Yamla", Dance,Manmarziyaan,9.4
261,Aaj Zid,Arijit Singh, Sensual,Aksar 2,9.1
262,Hum Pyaar Hai Tumhare,"Alka Yagnik, Kumar Sanu", Romantic,Haan Maine Bhi Pyaar Kiya,8.8
263,Main Hoon,Siddharth Mahadevan, Dance,Munna Michael,9.1
264,Swag Saha Nahi Jaye,"Neha Bhasin, Shadab Faridi, Sohail Sen", Dance,Happy Phirr Bhaag Jayegi,9.1
265,Chote Bade,"Ankit Tiwari, Mika Singh", Dance,Fry Day,8.7
266,Main Hoon Saath Tere,Arijit Singh, Romantic,Shaadi Mein Zaroor Aana,9.7
267,Kabira,"Rekha Bhardwaj, Tochi Raina", Sad,Yeh Jawaani Hai Deewani,9.4
268,Main Kaun Hoon,Meghna Mishra, Sad,Secret Superstar,9.5
269,Aashiq Surrender Hua,"Amaal Mallik, Shreya Ghoshal", Dance,Badrinath Ki Dulhania,8.8
270,Nachan Farrate,"Kanika Kapoor, Meet Bros", Dance,All is Well,8.9
271,Pyar De Pyar Le,"Dev Negi, Ikka, Iulia Vantur", Dance,Genius,9.3
272,Do Peg Maar,Neha Kakkar, Dance,One Night Stand,8.5
273,Tera Noor,Jyoti Nooran, ,Tiger Zinda Hai,9.3
274,Jaanu,"Juggy D, Raftaar, Shivi", Dance,Behen Hogi Teri,9.2
275,Hamdard,Arijit Singh, Romantic,Ek Villain,9.5
276,Hawa Hawai 2.0,"Kavita Krishnamurthy, Shashaa Tirupati", Dance,Tumhari Sulu,8.9
277,Dhoom Dhadakka,"Antara Mitra, Shahid Mallya", Dance,Namaste England,9.1
278,Lovely,"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay", Dance,Happy New Year,9.3
279,Mohabbat Nasha Hai,"Neha Kakkar, Tony Kakkar", Sad,Hate Story 4,9.4
280,Chal Wahan Jaate Hain,Arijit Singh, Romantic,Heropanti,9.3
281,Ishq De Fanniyar,Jyotica Tangri, Romantic,Fukrey Returns,9.6
282,Palat Tera Hero Idhar Hai,Arijit Singh, DanceRomantic,Main Tera Hero,8.8
283,Tab Bhi Tu,Rahat Fateh Ali Khan, Sad,October,9.6
284,Yeh Ladka Hai Allah,"Alka Yadnik, Udit Narayan", Dance,Kabhi Khushi Kabhie Gham,9.1
285,Tujhe Yaad Na Meri Aayee,"Alka Yagnik, Manpreet Akhtar, Udit Narayan", Sad,Kuch Kuch Hota Hai,8.8
286,Jalte Diye,"Anwesshaa, Harshdeep Kaur, Shabab Sabri, Vineet Singh", Romantic,Prem Ratan Dhan Payo,8.8
287,Zindagi Bana Loon,Palak Muchhal, Romantic,Sweetiee Weds NRI,9.4
288,Humnava,Papon, Sad,Hamari Adhuri Kahani,9.4
289,Galliyan,Ankit Tiwari, Romantic,Ek Villain,9.4
290,Tere Chehre Mein Woh Jaadu Hai,Kishore Kumar, Romantic,Dharmatma,8.1
291,Golmaal Again Title Track,"Aditi Singh Sharma, Brijesh Shandilya", Dance,Golmaal Again,9
292,Suno Ganpati Bappa Morya,Amit Mishra, Dance,Judwaa 2,8.5
293,Dil Dene Ki Ruth,"Alka Yagnik, Vinod Rathod", Dance,Prem Granth,7.5
294,Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar", Romantic,Airlift,9.3
295,Tu Meri,Vishal Dadlani, DanceRomantic,Bang bang,9.5
